year,week,area,waste_type,net_weight_kg
2017.0,52,Moratuwa MC,Soil With Waste,8450.0
2018.0,1,Boralesgamuwa UC,MSW,51120.0
2018.0,1,Boralesgamuwa UC,Sorted Organic Waste,3240.0
2018.0,1,Dehiwala MC,Biodegradable,149210.0
2018.0,1,Dehiwala MC,MSW,165330.0
2018.0,1,Dehiwala MC,Non Biodegradable,2540.0
2018.0,1,Homagama PS,MSW,93750.0
2018.0,1,Homagama PS,Sorted Organic Waste,21290.0
2018.0,1,Moratuwa MC,Bulky Waste,290.0
2018.0,1,Moratuwa MC,C&D Waste,4630.0
2018.0,1,Moratuwa MC,Industrial Waste,6220.0
2018.0,1,Moratuwa MC,MSW,50850.0
2018.0,1,Moratuwa MC,Slaghter House Waste,4530.0
2018.0,1,Moratuwa MC,Soil With Waste,2200.0
2018.0,1,Moratuwa MC,Sorted Organic Waste,108060.0
2018.0,2,Boralesgamuwa UC,MSW,67540.0
2018.0,2,Boralesgamuwa UC,Sorted Organic Waste,1480.0
2018.0,2,Dehiwala MC,Biodegradable,123070.0
2018.0,2,Dehiwala MC,MSW,162900.0
2018.0,2,Dehiwala MC,Non Biodegradable,3810.0
2018.0,2,Homagama PS,MSW,43730.0
2018.0,2,Homagama PS,Sorted Organic Waste,18380.0
2018.0,2,Moratuwa MC,Bulky Waste,18250.0
2018.0,2,Moratuwa MC,C&D Waste,5740.0
2018.0,2,Moratuwa MC,Industrial Waste,3330.0
2018.0,2,Moratuwa MC,MSW,28410.0
2018.0,2,Moratuwa MC,Saw Dust,3430.0
2018.0,2,Moratuwa MC,Slaghter House Waste,2940.0
2018.0,2,Moratuwa MC,Sorted Organic Waste,73380.0
2018.0,5,Boralesgamuwa UC,MSW,84620.0
2018.0,5,Boralesgamuwa UC,Sorted Organic Waste,9110.0
2018.0,5,Dehiwala MC,Biodegradable,141660.0
2018.0,5,Dehiwala MC,MSW,296380.0
2018.0,5,Dehiwala MC,Non Biodegradable,3390.0
2018.0,5,Homagama PS,MSW,65110.0
2018.0,5,Homagama PS,Sorted Organic Waste,49190.0
2018.0,5,Moratuwa MC,Bulky Waste,14130.0
2018.0,5,Moratuwa MC,MSW,172480.0
2018.0,5,Moratuwa MC,Sanitary Waste,750.0
2018.0,5,Moratuwa MC,Slaghter House Waste,11490.0
2018.0,5,Moratuwa MC,Soil With Waste,13420.0
2018.0,5,Moratuwa MC,Sorted Organic Waste,86420.0
2018.0,6,Boralesgamuwa UC,MSW,164230.0
2018.0,6,Boralesgamuwa UC,Sorted Organic Waste,2740.0
2018.0,6,Dehiwala MC,Biodegradable,452440.0
2018.0,6,Dehiwala MC,MSW,414260.0
2018.0,6,Dehiwala MC,Non Biodegradable,11900.0
2018.0,6,Homagama PS,MSW,139320.0
2018.0,6,Homagama PS,Sorted Organic Waste,70680.0
2018.0,6,Moratuwa MC,Bulky Waste,22590.0
2018.0,6,Moratuwa MC,C&D Waste,7990.0
2018.0,6,Moratuwa MC,Industrial Waste,17640.0
2018.0,6,Moratuwa MC,MSW,179560.0
2018.0,6,Moratuwa MC,Slaghter House Waste,20390.0
2018.0,6,Moratuwa MC,Soil With Waste,16630.0
2018.0,6,Moratuwa MC,Sorted Organic Waste,222450.0
2018.0,7,Boralesgamuwa UC,MSW,16880.0
2018.0,7,Boralesgamuwa UC,Sorted Organic Waste,4360.0
2018.0,7,Dehiwala MC,Biodegradable,129310.0
2018.0,7,Dehiwala MC,MSW,14800.0
2018.0,7,Dehiwala MC,Non Biodegradable,2370.0
2018.0,7,Homagama PS,MSW,11680.0
2018.0,7,Homagama PS,Sorted Organic Waste,12170.0
2018.0,7,Moratuwa MC,Bulky Waste,2240.0
2018.0,7,Moratuwa MC,C&D Waste,1790.0
2018.0,7,Moratuwa MC,Industrial Waste,5600.0
2018.0,7,Moratuwa MC,MSW,24030.0
2018.0,7,Moratuwa MC,Slaghter House Waste,3040.0
2018.0,7,Moratuwa MC,Soil With Waste,12080.0
2018.0,7,Moratuwa MC,Sorted Organic Waste,37970.0
2018.0,9,Boralesgamuwa UC,MSW,102820.0
2018.0,9,Boralesgamuwa UC,Sorted Organic Waste,10340.0
2018.0,9,Dehiwala MC,Biodegradable,102040.0
2018.0,9,Dehiwala MC,MSW,258730.0
2018.0,9,Dehiwala MC,Non Biodegradable,10980.0
2018.0,9,Homagama PS,MSW,100530.0
2018.0,9,Homagama PS,Sorted Organic Waste,41520.0
2018.0,9,Moratuwa MC,Bulky Waste,22550.0
2018.0,9,Moratuwa MC,C&D Waste,5690.0
2018.0,9,Moratuwa MC,MSW,236480.0
2018.0,9,Moratuwa MC,Slaghter House Waste,8790.0
2018.0,9,Moratuwa MC,Soil With Waste,3250.0
2018.0,9,Moratuwa MC,Sorted Organic Waste,81430.0
2018.0,10,Boralesgamuwa UC,MSW,156450.0
2018.0,10,Boralesgamuwa UC,Sorted Organic Waste,4230.0
2018.0,10,Dehiwala MC,Biodegradable,450680.0
2018.0,10,Dehiwala MC,MSW,485420.0
2018.0,10,Dehiwala MC,Non Biodegradable,17820.0
2018.0,10,Homagama PS,MSW,143980.0
2018.0,10,Homagama PS,Sorted Organic Waste,57010.0
2018.0,10,Moratuwa MC,Bulky Waste,36830.0
2018.0,10,Moratuwa MC,C&D Waste,3710.0
2018.0,10,Moratuwa MC,Industrial Waste,16610.0
2018.0,10,Moratuwa MC,MSW,210170.0
2018.0,10,Moratuwa MC,Sanitary Waste,1610.0
2018.0,10,Moratuwa MC,Slaghter House Waste,13540.0
2018.0,10,Moratuwa MC,Soil With Waste,17680.0
2018.0,10,Moratuwa MC,Sorted Organic Waste,256210.0
2018.0,11,Boralesgamuwa UC,MSW,20320.0
2018.0,11,Dehiwala MC,Biodegradable,118350.0
2018.0,11,Dehiwala MC,MSW,14230.0
2018.0,11,Dehiwala MC,Non Biodegradable,3930.0
2018.0,11,Homagama PS,MSW,14230.0
2018.0,11,Homagama PS,Sorted Organic Waste,9220.0
2018.0,11,Moratuwa MC,Bulky Waste,3500.0
2018.0,11,Moratuwa MC,Industrial Waste,2620.0
2018.0,11,Moratuwa MC,MSW,9780.0
2018.0,11,Moratuwa MC,Soil With Waste,2020.0
2018.0,11,Moratuwa MC,Sorted Organic Waste,54400.0
2018.0,13,Boralesgamuwa UC,MSW,20020.0
2018.0,13,Dehiwala MC,Biodegradable,2490.0
2018.0,13,Dehiwala MC,MSW,75600.0
2018.0,13,Dehiwala MC,Non Biodegradable,800.0
2018.0,13,Homagama PS,MSW,12730.0
2018.0,13,Homagama PS,Sorted Organic Waste,3400.0
2018.0,13,Moratuwa MC,Bulky Waste,640.0
2018.0,13,Moratuwa MC,MSW,87900.0
2018.0,13,Moratuwa MC,Slaghter House Waste,4170.0
2018.0,13,Moratuwa MC,Soil With Waste,4600.0
2018.0,14,Boralesgamuwa UC,MSW,159750.0
2018.0,14,Boralesgamuwa UC,Sorted Organic Waste,6680.0
2018.0,14,Dehiwala MC,Biodegradable,353600.0
2018.0,14,Dehiwala MC,MSW,494820.0
2018.0,14,Dehiwala MC,Non Biodegradable,19030.0
2018.0,14,Homagama PS,MSW,127870.0
2018.0,14,Homagama PS,Sorted Organic Waste,78700.0
2018.0,14,Moratuwa MC,Bulky Waste,25470.0
2018.0,14,Moratuwa MC,C&D Waste,9050.0
2018.0,14,Moratuwa MC,Industrial Waste,11730.0
2018.0,14,Moratuwa MC,MSW,209280.0
2018.0,14,Moratuwa MC,Sanitary Waste,2020.0
2018.0,14,Moratuwa MC,Slaghter House Waste,5140.0
2018.0,14,Moratuwa MC,Soil With Waste,48490.0
2018.0,14,Moratuwa MC,Sorted Organic Waste,236880.0
2018.0,15,Boralesgamuwa UC,MSW,141560.0
2018.0,15,Dehiwala MC,Biodegradable,254230.0
2018.0,15,Dehiwala MC,MSW,461720.0
2018.0,15,Dehiwala MC,Non Biodegradable,9730.0
2018.0,15,Homagama PS,MSW,96210.0
2018.0,15,Homagama PS,Sorted Organic Waste,39440.0
2018.0,15,Moratuwa MC,Bulky Waste,40970.0
2018.0,15,Moratuwa MC,C&D Waste,5040.0
2018.0,15,Moratuwa MC,Industrial Waste,17050.0
2018.0,15,Moratuwa MC,MSW,172350.0
2018.0,15,Moratuwa MC,Sanitary Waste,1510.0
2018.0,15,Moratuwa MC,Slaghter House Waste,3250.0
2018.0,15,Moratuwa MC,Soil With Waste,6320.0
2018.0,15,Moratuwa MC,Sorted Organic Waste,184020.0
2018.0,18,Boralesgamuwa UC,MSW,191680.0
2018.0,18,Boralesgamuwa UC,Sorted Organic Waste,10570.0
2018.0,18,Dehiwala MC,Biodegradable,324740.0
2018.0,18,Dehiwala MC,MSW,638170.0
2018.0,18,Dehiwala MC,Non Biodegradable,12110.0
2018.0,18,Homagama PS,MSW,149920.0
2018.0,18,Homagama PS,Sorted Organic Waste,64910.0
2018.0,18,Moratuwa MC,Bulky Waste,35140.0
2018.0,18,Moratuwa MC,C&D Waste,4680.0
2018.0,18,Moratuwa MC,Industrial Waste,14670.0
2018.0,18,Moratuwa MC,MSW,254430.0
2018.0,18,Moratuwa MC,Sanitary Waste,1650.0
2018.0,18,Moratuwa MC,Slaghter House Waste,13000.0
2018.0,18,Moratuwa MC,Soil With Waste,27790.0
2018.0,18,Moratuwa MC,Sorted Organic Waste,239170.0
2018.0,19,Boralesgamuwa UC,MSW,163780.0
2018.0,19,Boralesgamuwa UC,Sorted Organic Waste,16600.0
2018.0,19,Dehiwala MC,Biodegradable,374080.0
2018.0,19,Dehiwala MC,MSW,501280.0
2018.0,19,Dehiwala MC,Non Biodegradable,18940.0
2018.0,19,Homagama PS,MSW,156830.0
2018.0,19,Homagama PS,Sorted Organic Waste,52520.0
2018.0,19,Moratuwa MC,Bulky Waste,30240.0
2018.0,19,Moratuwa MC,Industrial Waste,13400.0
2018.0,19,Moratuwa MC,MSW,138180.0
2018.0,19,Moratuwa MC,Sanitary Waste,1010.0
2018.0,19,Moratuwa MC,Slaghter House Waste,8210.0
2018.0,19,Moratuwa MC,Soil With Waste,29890.0
2018.0,19,Moratuwa MC,Sorted Organic Waste,300850.0
2018.0,22,Boralesgamuwa UC,MSW,96420.0
2018.0,22,Dehiwala MC,Biodegradable,160970.0
2018.0,22,Dehiwala MC,MSW,338230.0
2018.0,22,Dehiwala MC,Non Biodegradable,9530.0
2018.0,22,Homagama PS,MSW,77300.0
2018.0,22,Homagama PS,Sorted Organic Waste,40950.0
2018.0,22,Moratuwa MC,Bulky Waste,7770.0
2018.0,22,Moratuwa MC,MSW,212850.0
2018.0,22,Moratuwa MC,Sanitary Waste,810.0
2018.0,22,Moratuwa MC,Slaghter House Waste,12680.0
2018.0,22,Moratuwa MC,Soil With Waste,16930.0
2018.0,22,Moratuwa MC,Sorted Organic Waste,106100.0
2018.0,23,Boralesgamuwa UC,MSW,135940.0
2018.0,23,Boralesgamuwa UC,Sorted Organic Waste,35080.0
2018.0,23,Dehiwala MC,Biodegradable,477690.0
2018.0,23,Dehiwala MC,MSW,426280.0
2018.0,23,Dehiwala MC,Non Biodegradable,18830.0
2018.0,23,Homagama PS,MSW,166950.0
2018.0,23,Homagama PS,Sorted Organic Waste,102240.0
2018.0,23,Moratuwa MC,Bulky Waste,16670.0
2018.0,23,Moratuwa MC,C&D Waste,5660.0
2018.0,23,Moratuwa MC,Industrial Waste,13430.0
2018.0,23,Moratuwa MC,MSW,268680.0
2018.0,23,Moratuwa MC,Sanitary Waste,2490.0
2018.0,23,Moratuwa MC,Slaghter House Waste,14660.0
2018.0,23,Moratuwa MC,Soil With Waste,55910.0
2018.0,23,Moratuwa MC,Sorted Organic Waste,348500.0
2018.0,24,Boralesgamuwa UC,MSW,35810.0
2018.0,24,Boralesgamuwa UC,Sorted Organic Waste,21150.0
2018.0,24,Dehiwala MC,Biodegradable,140730.0
2018.0,24,Dehiwala MC,MSW,229040.0
2018.0,24,Dehiwala MC,Non Biodegradable,5520.0
2018.0,24,Homagama PS,MSW,68320.0
2018.0,24,Homagama PS,Sorted Organic Waste,17900.0
2018.0,24,Moratuwa MC,Bulky Waste,2120.0
2018.0,24,Moratuwa MC,Industrial Waste,8210.0
2018.0,24,Moratuwa MC,MSW,25240.0
2018.0,24,Moratuwa MC,Sanitary Waste,950.0
2018.0,24,Moratuwa MC,Slaghter House Waste,4290.0
2018.0,24,Moratuwa MC,Sorted Organic Waste,152700.0
2018.0,26,Boralesgamuwa UC,MSW,21820.0
2018.0,26,Dehiwala MC,Biodegradable,3120.0
2018.0,26,Dehiwala MC,MSW,108240.0
2018.0,26,Dehiwala MC,Non Biodegradable,850.0
2018.0,26,Homagama PS,MSW,16990.0
2018.0,26,Moratuwa MC,Bulky Waste,3830.0
2018.0,26,Moratuwa MC,MSW,67910.0
2018.0,26,Moratuwa MC,Soil With Waste,7860.0
2018.0,26,Moratuwa MC,Sorted Organic Waste,16090.0
2018.0,27,Boralesgamuwa UC,MSW,124130.0
2018.0,27,Boralesgamuwa UC,Sorted Organic Waste,68020.0
2018.0,27,Dehiwala MC,Biodegradable,452730.0
2018.0,27,Dehiwala MC,MSW,624360.0
2018.0,27,Dehiwala MC,Non Biodegradable,15270.0
2018.0,27,Homagama PS,MSW,172580.0
2018.0,27,Homagama PS,Sorted Organic Waste,84330.0
2018.0,27,Moratuwa MC,Bulky Waste,35830.0
2018.0,27,Moratuwa MC,C&D Waste,11470.0
2018.0,27,Moratuwa MC,Industrial Waste,16120.0
2018.0,27,Moratuwa MC,MSW,274890.0
2018.0,27,Moratuwa MC,Sanitary Waste,2230.0
2018.0,27,Moratuwa MC,Slaghter House Waste,23370.0
2018.0,27,Moratuwa MC,Soil With Waste,34770.0
2018.0,27,Moratuwa MC,Sorted Organic Waste,339160.0
2018.0,28,Boralesgamuwa UC,MSW,67110.0
2018.0,28,Boralesgamuwa UC,Sorted Organic Waste,53930.0
2018.0,28,Dehiwala MC,Biodegradable,277440.0
2018.0,28,Dehiwala MC,MSW,364750.0
2018.0,28,Dehiwala MC,Non Biodegradable,7830.0
2018.0,28,Homagama PS,MSW,71650.0
2018.0,28,Homagama PS,Sorted Organic Waste,53880.0
2018.0,28,Moratuwa MC,Bulky Waste,20930.0
2018.0,28,Moratuwa MC,Industrial Waste,17290.0
2018.0,28,Moratuwa MC,MSW,56240.0
2018.0,28,Moratuwa MC,Sanitary Waste,840.0
2018.0,28,Moratuwa MC,Slaghter House Waste,10360.0
2018.0,28,Moratuwa MC,Soil With Waste,16890.0
2018.0,28,Moratuwa MC,Sorted Organic Waste,259820.0
2018.0,31,Boralesgamuwa UC,MSW,82070.0
2018.0,31,Boralesgamuwa UC,Sorted Organic Waste,28640.0
2018.0,31,Dehiwala MC,Biodegradable,270020.0
2018.0,31,Dehiwala MC,MSW,396220.0
2018.0,31,Dehiwala MC,Non Biodegradable,10120.0
2018.0,31,Homagama PS,MSW,114740.0
2018.0,31,Homagama PS,Sorted Organic Waste,55500.0
2018.0,31,Moratuwa MC,Bulky Waste,10240.0
2018.0,31,Moratuwa MC,C&D Waste,4520.0
2018.0,31,Moratuwa MC,Industrial Waste,4970.0
2018.0,31,Moratuwa MC,MSW,185160.0
2018.0,31,Moratuwa MC,Sanitary Waste,1290.0
2018.0,31,Moratuwa MC,Slaghter House Waste,15150.0
2018.0,31,Moratuwa MC,Soil With Waste,62410.0
2018.0,31,Moratuwa MC,Sorted Organic Waste,167780.0
2018.0,32,Boralesgamuwa UC,MSW,109440.0
2018.0,32,Boralesgamuwa UC,Sorted Organic Waste,65900.0
2018.0,32,Dehiwala MC,Biodegradable,300800.0
2018.0,32,Dehiwala MC,MSW,585070.0
2018.0,32,Dehiwala MC,Non Biodegradable,18370.0
2018.0,32,Homagama PS,MSW,128440.0
2018.0,32,Homagama PS,Sorted Organic Waste,94790.0
2018.0,32,Moratuwa MC,Bulky Waste,46830.0
2018.0,32,Moratuwa MC,C&D Waste,1850.0
2018.0,32,Moratuwa MC,Industrial Waste,18190.0
2018.0,32,Moratuwa MC,MSW,225150.0
2018.0,32,Moratuwa MC,Sanitary Waste,2010.0
2018.0,32,Moratuwa MC,Slaghter House Waste,19100.0
2018.0,32,Moratuwa MC,Soil With Waste,43850.0
2018.0,32,Moratuwa MC,Sorted Organic Waste,292340.0
2018.0,35,Boralesgamuwa UC,MSW,43520.0
2018.0,35,Boralesgamuwa UC,Sorted Organic Waste,3410.0
2018.0,35,Dehiwala MC,Biodegradable,5680.0
2018.0,35,Dehiwala MC,MSW,92560.0
2018.0,35,Dehiwala MC,Non Biodegradable,2270.0
2018.0,35,Homagama PS,MSW,49670.0
2018.0,35,Homagama PS,Sorted Organic Waste,12930.0
2018.0,35,Moratuwa MC,Bulky Waste,3110.0
2018.0,35,Moratuwa MC,MSW,121880.0
2018.0,35,Moratuwa MC,Slaghter House Waste,7370.0
2018.0,35,Moratuwa MC,Sorted Organic Waste,2710.0
2018.0,36,Boralesgamuwa UC,MSW,100510.0
2018.0,36,Boralesgamuwa UC,Sorted Organic Waste,62390.0
2018.0,36,Dehiwala MC,Biodegradable,306450.0
2018.0,36,Dehiwala MC,MSW,751230.0
2018.0,36,Dehiwala MC,Non Biodegradable,15480.0
2018.0,36,Homagama PS,MSW,125390.0
2018.0,36,Homagama PS,Sorted Organic Waste,85740.0
2018.0,36,Moratuwa MC,Bulky Waste,19700.0
2018.0,36,Moratuwa MC,C&D Waste,6400.0
2018.0,36,Moratuwa MC,Industrial Waste,13800.0
2018.0,36,Moratuwa MC,MSW,194470.0
2018.0,36,Moratuwa MC,Sanitary Waste,2220.0
2018.0,36,Moratuwa MC,Slaghter House Waste,23200.0
2018.0,36,Moratuwa MC,Soil With Waste,11730.0
2018.0,36,Moratuwa MC,Sorted Organic Waste,288900.0
2018.0,37,Boralesgamuwa UC,MSW,51630.0
2018.0,37,Boralesgamuwa UC,Sorted Organic Waste,39460.0
2018.0,37,Dehiwala MC,Biodegradable,282970.0
2018.0,37,Dehiwala MC,MSW,184360.0
2018.0,37,Dehiwala MC,Non Biodegradable,6030.0
2018.0,37,Homagama PS,MSW,56550.0
2018.0,37,Homagama PS,Sorted Organic Waste,30190.0
2018.0,37,Moratuwa MC,Bulky Waste,1060.0
2018.0,37,Moratuwa MC,C&D Waste,2270.0
2018.0,37,Moratuwa MC,Industrial Waste,17910.0
2018.0,37,Moratuwa MC,MSW,42190.0
2018.0,37,Moratuwa MC,Sanitary Waste,980.0
2018.0,37,Moratuwa MC,Slaghter House Waste,9760.0
2018.0,37,Moratuwa MC,Sorted Organic Waste,156850.0
2018.0,40,Boralesgamuwa UC,MSW,112360.0
2018.0,40,Boralesgamuwa UC,Sorted Organic Waste,67470.0
2018.0,40,Dehiwala MC,Biodegradable,415810.0
2018.0,40,Dehiwala MC,MSW,612950.0
2018.0,40,Dehiwala MC,Non Biodegradable,15560.0
2018.0,40,Homagama PS,MSW,56910.0
2018.0,40,Homagama PS,Sorted Organic Waste,81030.0
2018.0,40,Moratuwa MC,Bulky Waste,17510.0
2018.0,40,Moratuwa MC,Industrial Waste,18230.0
2018.0,40,Moratuwa MC,MSW,127850.0
2018.0,40,Moratuwa MC,Sanitary Waste,2860.0
2018.0,40,Moratuwa MC,Slaghter House Waste,19610.0
2018.0,40,Moratuwa MC,Soil With Waste,19840.0
2018.0,40,Moratuwa MC,Sorted Organic Waste,358640.0
2018.0,41,Boralesgamuwa UC,MSW,108790.0
2018.0,41,Boralesgamuwa UC,Sorted Organic Waste,62950.0
2018.0,41,Dehiwala MC,Biodegradable,412370.0
2018.0,41,Dehiwala MC,MSW,454150.0
2018.0,41,Dehiwala MC,Non Biodegradable,10230.0
2018.0,41,Homagama PS,MSW,59680.0
2018.0,41,Homagama PS,Sorted Organic Waste,55250.0
2018.0,41,Moratuwa MC,Bulky Waste,48150.0
2018.0,41,Moratuwa MC,Industrial Waste,18350.0
2018.0,41,Moratuwa MC,MSW,108780.0
2018.0,41,Moratuwa MC,Sanitary Waste,2000.0
2018.0,41,Moratuwa MC,Slaghter House Waste,23250.0
2018.0,41,Moratuwa MC,Soil With Waste,37060.0
2018.0,41,Moratuwa MC,Sorted Organic Waste,303760.0
2018.0,44,Boralesgamuwa UC,MSW,76210.0
2018.0,44,Boralesgamuwa UC,Sorted Organic Waste,32130.0
2018.0,44,Dehiwala MC,Biodegradable,169940.0
2018.0,44,Dehiwala MC,MSW,427680.0
2018.0,44,Dehiwala MC,Non Biodegradable,6840.0
2018.0,44,Homagama PS,MSW,96090.0
2018.0,44,Homagama PS,Sorted Organic Waste,65250.0
2018.0,44,Moratuwa MC,Bulky Waste,24060.0
2018.0,44,Moratuwa MC,Industrial Waste,810.0
2018.0,44,Moratuwa MC,MSW,130710.0
2018.0,44,Moratuwa MC,Sanitary Waste,1290.0
2018.0,44,Moratuwa MC,Slaghter House Waste,8870.0
2018.0,44,Moratuwa MC,Soil With Waste,21490.0
2018.0,44,Moratuwa MC,Sorted Organic Waste,157270.0
2018.0,45,Boralesgamuwa UC,MSW,104650.0
2018.0,45,Boralesgamuwa UC,Sorted Organic Waste,63910.0
2018.0,45,Dehiwala MC,Biodegradable,434900.0
2018.0,45,Dehiwala MC,MSW,610190.0
2018.0,45,Dehiwala MC,Non Biodegradable,13500.0
2018.0,45,Homagama PS,MSW,244040.0
2018.0,45,Homagama PS,Sorted Organic Waste,92750.0
2018.0,45,Moratuwa MC,Bulky Waste,46210.0
2018.0,45,Moratuwa MC,Industrial Waste,13370.0
2018.0,45,Moratuwa MC,MSW,182100.0
2018.0,45,Moratuwa MC,Sanitary Waste,1730.0
2018.0,45,Moratuwa MC,Slaghter House Waste,17890.0
2018.0,45,Moratuwa MC,Soil With Waste,50750.0
2018.0,45,Moratuwa MC,Sorted Organic Waste,353280.0
2018.0,46,Boralesgamuwa UC,MSW,19770.0
2018.0,46,Boralesgamuwa UC,Sorted Organic Waste,16590.0
2018.0,46,Dehiwala MC,Biodegradable,149440.0
2018.0,46,Dehiwala MC,MSW,12560.0
2018.0,46,Dehiwala MC,Non Biodegradable,2830.0
2018.0,46,Homagama PS,MSW,34320.0
2018.0,46,Homagama PS,Sorted Organic Waste,10890.0
2018.0,46,Moratuwa MC,Bulky Waste,7190.0
2018.0,46,Moratuwa MC,Industrial Waste,6210.0
2018.0,46,Moratuwa MC,MSW,10370.0
2018.0,46,Moratuwa MC,Slaghter House Waste,1710.0
2018.0,46,Moratuwa MC,Soil With Waste,9290.0
2018.0,46,Moratuwa MC,Sorted Organic Waste,83910.0
2018.0,48,Boralesgamuwa UC,MSW,36790.0
2018.0,48,Boralesgamuwa UC,Sorted Organic Waste,13910.0
2018.0,48,Dehiwala MC,Biodegradable,21130.0
2018.0,48,Dehiwala MC,MSW,240570.0
2018.0,48,Dehiwala MC,Non Biodegradable,3710.0
2018.0,48,Homagama PS,MSW,40610.0
2018.0,48,Homagama PS,Sorted Organic Waste,29270.0
2018.0,48,Moratuwa MC,Bulky Waste,18740.0
2018.0,48,Moratuwa MC,MSW,44800.0
2018.0,48,Moratuwa MC,Slaghter House Waste,2530.0
2018.0,48,Moratuwa MC,Sorted Organic Waste,19770.0
2018.0,49,Boralesgamuwa UC,MSW,120570.0
2018.0,49,Boralesgamuwa UC,Sorted Organic Waste,81370.0
2018.0,49,Dehiwala MC,Biodegradable,464220.0
2018.0,49,Dehiwala MC,MSW,614560.0
2018.0,49,Dehiwala MC,Non Biodegradable,12710.0
2018.0,49,Homagama PS,MSW,248910.0
2018.0,49,Homagama PS,Sorted Organic Waste,109550.0
2018.0,50,Boralesgamuwa UC,MSW,30890.0
2018.0,50,Boralesgamuwa UC,Sorted Organic Waste,35820.0
2018.0,50,Dehiwala MC,Biodegradable,156040.0
2018.0,50,Dehiwala MC,MSW,187390.0
2018.0,50,Dehiwala MC,Non Biodegradable,7790.0
2018.0,50,Homagama PS,MSW,84690.0
2018.0,50,Homagama PS,Sorted Organic Waste,31190.0
